Date,Historical_Water_Level,Rainfall,Temperature,Seasonality_Month,Upstream_Flow,Evaporation,Soil_Moisture,Wind_Speed,Humidity,Pressure,Predicted_Water_Level
2023-01-01,6.872700594236813,23.767857660247905,12.31993941811405,1,109.86584841970367,1.624074561769746,11.559945203362027,1.2904180608409974,87.3235229154987,1012.0223002348641,13.776438233201771
2023-01-02,8.540362888980226,0.5146123573950612,14.699098521619943,1,133.24426408004217,1.8493564427131046,11.818249672071007,1.917022549267169,76.08484485919075,1010.4951286326448,16.333957181474688
2023-01-03,7.159725093210579,7.280728504951048,11.118528947223794,1,63.94938606520418,2.1685785941408726,13.663618432936918,3.28034992108518,85.70351922786027,1003.9934756431672,11.373469104280238
2023-01-04,7.571172192068058,14.810364221551062,5.4645041271999775,1,110.75448519014384,1.6820964947491661,10.650515929852794,5.7444276862666666,89.31264066149119,1016.1679469623292,13.674804335092187
2023-01-05,6.523068845866853,2.441802850159597,11.842330265121568,1,94.01524937396013,1.4881529393791153,14.951769101112703,1.171942605576092,88.18640804157565,1005.1755996320003,12.278521690776271
2023-01-06,8.31261142176991,7.792776902235274,10.200680211778108,1,104.67102793432797,1.7394178221021082,19.695846277645586,4.875664116805573,88.78997883128378,1017.896547008553,14.70080086324901
2023-01-07,7.989499894055426,23.046855875577922,5.884925020519195,1,69.59828624191452,1.1809091556421523,13.253303307632644,2.94338644844741,75.42698063547792,1016.5747501830385,12.247391484640326
2023-01-08,6.7837666334679465,7.023362742184519,10.426960831582484,1,64.09242249747626,4.208787923016159,10.745506436797708,5.9344346830025865,85.44489538593315,1003.9743136306835,10.76607140342583
2023-01-09,5.027610585618012,20.386535711370854,12.068573438476172,1,122.90071680409874,4.0850813867437825,10.740446517340903,2.792328642721363,72.3173811905026,1017.2620685175119,12.277441933943237
2023-01-10,8.11649063413779,8.27245062131623,5.635583502860237,1,81.09823217156622,2.300733288106988,17.29606178338064,4.187787356776066,87.74425485152653,1009.444298503239,12.775409643846674
2023-01-11,5.597971229691509,17.831119680574876,12.607850486168974,1,106.12771975694963,4.083868719818244,14.937955963643908,3.6136641469099704,78.55082036717099,1000.5083825348819,12.194092263455861
2023-01-12,5.539457134966522,0.7857296421683563,11.364104112637804,1,81.43559810763267,3.034282764658811,19.07566473926093,2.246461145744375,78.2076584607126,1015.1110227708609,10.582309729390339
2023-01-13,6.143990827458112,1.9244977457198247,7.8975145291376805,1,66.12212872540044,4.718790609370292,18.08120379564417,4.167018782552118,87.42921180375436,1016.0734415379823,10.04757806026342
2023-01-14,5.932850294430179,22.313974962249443,10.393422419156508,1,130.74401551640625,4.584365199693973,13.180034749718638,1.5502596226383838,74.55870325083883,1008.5421557725251,13.501609550626045
